date,state_ut,district,disease,rainfall_mm,avg_temp_c,humidity_pct,daily_cases
2018-02-05,Karnataka,Haveri,Acute Diarrhoeal Disease,0.0,31.25,48.13,26.0
2018-02-06,Telangana,Medak,Acute Diarrhoeal Disease,0.0,33.66,47.41,172.0
2018-02-07,Arunachal Pradesh,East Kameng,Acute Diarrhoeal Disease,70.55,10.53,88.34,17.0
2018-02-07,Gujarat,Vadodara,Acute Diarrhoeal Disease,0.03,31.83,47.98,203.0
2018-02-09,Karnataka,Shimoga,Cholera,0.17,32.76,47.85,54.0
2018-02-10,Tamil Nadu,Salem,Acute Diarrhoeal Disease,37.04,32.11,76.02,48.0
2018-02-11,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,9.34,31.08,57.73,42.0
2018-02-14,Karnataka,Gadag,Acute Diarrhoeal Disease,3.55,36.75,50.19,27.0
2018-02-15,Karnataka,Shimoga,Acute Diarrhoeal Disease,3.18,32.34,51.13,12.0
2018-02-16,Tamil Nadu,Tiruvallur,Dengue,0.48,32.53,48.25,17.0
2018-02-16,Telangana,Sangareddy,Acute Diarrhoeal Disease,2.47,32.71,50.28,19.0
2018-02-17,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,39.66,13.3,82.58,25.0
2018-02-18,Tamil Nadu,Tiruchirapalli,Chikungunya,1.35,35.58,48.24,23.0
2018-02-18,Tamil Nadu,Virudhunagar,Dengue,0.11,34.76,47.18,15.0
2018-02-19,Puducherry,Karaikal,Acute Diarrhoeal Disease,2.08,31.87,50.12,18.0
2018-02-21,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,0.01,35.96,46.72,27.0
2018-02-21,Maharashtra,Nashik,Dengue,0.01,34.54,47.15,4.0
2018-02-23,Tripura,North Tripura,Acute Diarrhoeal Disease,0.01,23.95,50.33,96.0
2018-02-26,Tamil Nadu,Dindigul,Chikungunya,0.11,35.29,47.03,36.0
2018-02-28,Tripura,North Tripura,Acute Diarrhoeal Disease,4.98,25.36,55.09,9.0
2018-03-03,Gujarat,Surat,Acute Diarrhoeal Disease,0.19,34.94,47.22,77.0
2018-03-04,Andhra Pradesh,Guntur,Acute Diarrhoeal Disease,0.01,38.81,45.87,168.0
2018-03-05,Tamil Nadu,Madurai,Chikungunya,0.77,42.14,45.67,49.0
2018-03-06,Andhra Pradesh,Guntur,Acute Diarrhoeal Disease,0.01,38.75,45.88,1987.0
2018-03-06,Karnataka,Ballari,Acute Diarrhoeal Disease,0.01,39.49,45.66,23.0
2018-03-06,Karnataka,Yadgiri,Acute Diarrhoeal Disease,0.01,39.49,45.66,23.0
2018-03-07,Gujarat,Banaskantha,Acute Diarrhoeal Disease,0.01,35.49,46.86,23.0
2018-03-08,Gujarat,Navsari,Acute Diarrhoeal Disease,0.0,35.26,46.93,27.0
2018-03-08,Odisha,Kalahandi,Acute Diarrhoeal Disease,0.02,35.32,46.92,11.0
2018-03-08,Tamil Nadu,Dindigul,Chikungunya,0.03,40.69,45.32,23.0
2018-03-10,Assam,Jorhat,Cholera,26.2,24.62,73.08,19.0
2018-03-13,Karnataka,Davangere,Chikungunya,0.01,39.53,45.65,48.0
2018-03-13,Kerala,Thrissur,Chikungunya,1.38,31.67,49.45,30.0
2018-03-18,Chhattisgarh,Balod,Acute Diarrhoeal Disease,8.59,35.57,55.66,72.0
2018-03-18,Madhya Pradesh,Morena,Chikungunya,0.21,36.37,46.82,36.0
2018-03-18,Telangana,Nizamabad,Acute Diarrhoeal Disease,5.87,34.09,53.37,158.0
2018-03-18,West Bengal,Howrah,Acute Diarrhoeal Disease,4.5,32.3,52.51,6.0
2018-03-19,Arunachal Pradesh,Dibang Valley,Acute Diarrhoeal Disease,166.85,10.0,89.5,30.0
2018-03-20,Karnataka,Bagalkot,Chikungunya,8.37,41.35,53.71,32.0
2018-03-20,Maharashtra,Hingoli,Dengue,11.81,41.02,57.1,17.0
2018-03-21,Karnataka,Davangere,Acute Diarrhoeal Disease,16.29,37.77,62.04,149.0
2018-03-21,Karnataka,Tumkur,Acute Diarrhoeal Disease,43.99,35.06,77.32,13.0
2018-03-24,Tamil Nadu,Sivaganga,Chikungunya,1.02,41.94,45.99,10.0
2018-03-25,Kerala,Kasaragod,Acute Diarrhoeal Disease,8.89,30.53,57.46,53.0
2018-03-28,Andhra Pradesh,Cuddapah,Acute Diarrhoeal Disease,0.44,36.97,46.87,25.0
2018-03-28,Andhra Pradesh,Guntur,Acute Diarrhoeal Disease,0.95,38.51,46.94,21.0
2018-03-28,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,2.56,24.24,52.91,25.0
2018-03-28,Kerala,Wayanad,Acute Diarrhoeal Disease,7.33,34.15,54.83,30.0
2018-03-28,Tamil Nadu,Dindigul,Chikungunya,2.17,36.39,48.86,26.0
2018-04-01,Kerala,Cannanore (Kannur),Dengue,5.0,30.78,58.46,41.0
2018-04-02,Gujarat,Narmada,Acute Diarrhoeal Disease,0.01,43.31,44.51,19.0
2018-04-02,Maharashtra,Jalna,Dengue,0.01,48.0,43.11,18.0
2018-04-05,Bihar,Patna,Malaria,4.05,33.04,51.82,5.0
2018-04-05,Maharashtra,Yavatmal,Cholera,0.03,46.74,43.5,4.0
2018-04-05,Tamil Nadu,Ramanathapuram,Chikungunya,5.0,37.25,56.52,20.0
2018-04-06,Andhra Pradesh,Krishna,Acute Diarrhoeal Disease,1.05,32.49,48.86,28.0
2018-04-06,Assam,Kamrup,Acute Diarrhoeal Disease,6.84,28.37,56.08,41.0
2018-04-06,Rajasthan,Pratapgarh,Acute Diarrhoeal Disease,0.0,44.91,44.03,91.0
2018-04-07,Gujarat,Bharuch,Acute Diarrhoeal Disease,0.0,42.93,44.62,40.0
2018-04-07,Himachal Pradesh,Kullu,Acute Diarrhoeal Disease,1.48,15.62,54.37,23.0
2018-04-07,Tamil Nadu,Dindigul,Chikungunya,0.31,38.39,46.31,85.0
2018-04-08,Goa,South Goa,Acute Diarrhoeal Disease,0.26,32.73,47.95,22.0
2018-04-08,Tamil Nadu,Thanjavur,Acute Diarrhoeal Disease,0.72,40.0,46.25,68.0
2018-04-10,Kerala,Ernakulam,Dengue,20.08,30.63,67.17,37.0
2018-04-12,Karnataka,Tumkur,Acute Diarrhoeal Disease,0.33,36.94,46.77,92.0
2018-04-13,Andhra Pradesh,Guntur,Acute Diarrhoeal Disease,1.11,38.33,47.17,19.0
2018-04-13,Karnataka,Bijapur,Chikungunya,7.33,43.14,52.13,26.0
2018-04-13,Kerala,Thrissur,Dengue,31.02,30.37,73.97,9.0
2018-04-13,Maharashtra,Sangli,Acute Diarrhoeal Disease,4.94,40.78,50.41,47.0
2018-04-14,Maharashtra,Pune,Chikungunya,1.84,44.59,46.05,18.0
2018-04-15,Assam,Lakhimpur,Acute Diarrhoeal Disease,140.62,29.48,83.64,28.0
2018-04-15,Telangana,Jogulamba Gadwal,Chikungunya,0.45,42.7,45.16,56.0
2018-04-17,Maharashtra,Ahmednagar,Dengue,2.18,42.54,47.03,16.0
2018-04-17,Maharashtra,Akola,Cholera,1.1,46.76,44.62,13.0
2018-04-17,Maharashtra,Nashik,Chikungunya,0.33,43.97,44.65,66.0
2018-04-18,West Bengal,Purulia,Acute Diarrhoeal Disease,5.38,35.16,52.56,41.0
2018-04-19,Madhya Pradesh,Rajgarh,Dengue,0.53,47.85,43.7,24.0
2018-04-19,Tamil Nadu,Dindigul,Chikungunya,20.37,36.95,65.49,22.0
2018-04-20,Rajasthan,Banswara,Acute Diarrhoeal Disease,0.04,46.37,43.63,52.0
2018-04-20,Tamil Nadu,Tirupattur,Acute Diarrhoeal Disease,2.72,37.22,49.18,13.0
2018-04-21,Gujarat,Dahod,Acute Diarrhoeal Disease,0.04,48.0,43.14,23.0
2018-04-21,Maharashtra,Latur,Acute Diarrhoeal Disease,7.54,46.72,51.27,120.0
2018-04-22,Gujarat,Navsari,Acute Diarrhoeal Disease,0.01,39.15,45.76,22.0
2018-04-22,West Bengal,Purulia,Acute Diarrhoeal Disease,0.8,37.25,47.16,42.0
2018-04-23,Chhattisgarh,Balodabazar,Acute Diarrhoeal Disease,1.33,43.82,45.75,81.0
2018-04-23,Kerala,Idukki,Acute Diarrhoeal Disease,35.26,29.08,76.24,25.0
2018-04-23,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,0.01,48.0,43.11,46.0
2018-04-23,Tamil Nadu,Ramanathapuram,Chikungunya,5.0,38.19,56.24,23.0
2018-04-24,Punjab,Mansa,Acute Diarrhoeal Disease,1.23,37.03,47.68,460.0
2018-04-25,Karnataka,Bijapur,Chikungunya,0.09,45.15,44.06,49.0
2018-04-26,Kerala,Malappuram,Dengue,104.54,31.97,82.78,39.0
2018-04-26,Maharashtra,Nanded,Acute Diarrhoeal Disease,0.01,48.0,43.11,56.0
2018-04-26,Tamil Nadu,Ariyalur,Acute Diarrhoeal Disease,0.21,41.26,45.34,6.0
2018-04-26,Uttarakhand,Rudraprayag,Acute Diarrhoeal Disease,16.32,23.26,66.41,9.0
2018-04-26,West Bengal,Malda,Acute Diarrhoeal Disease,4.14,31.45,52.39,61.0
2018-04-27,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,3.63,26.87,53.23,27.0
2018-04-27,Manipur,Chandel,Acute Diarrhoeal Disease,8.51,30.51,57.09,7.0
2018-04-28,Chhattisgarh,Balod,Acute Diarrhoeal Disease,1.52,40.01,47.1,30.0
2018-04-28,Chhattisgarh,Durg,Acute Diarrhoeal Disease,1.18,42.66,45.94,22.0
2018-04-28,Gujarat,Junagadh,Chikungunya,0.03,48.0,43.13,48.0
2018-04-28,Karnataka,Kalaburagi,Chikungunya,0.11,48.0,43.21,22.0
2018-04-28,Kerala,Kannur,Dengue,5.0,29.48,58.85,32.0
2018-04-28,Maharashtra,Yavatmal,Acute Diarrhoeal Disease,0.01,48.0,43.11,6.0
2018-04-28,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,0.51,41.69,45.53,8.0
2018-05-02,Tamil Nadu,Thoothukudi,Acute Diarrhoeal Disease,6.16,41.82,51.35,15.0
2018-05-02,Tamil Nadu,Tiruvarur,Acute Diarrhoeal Disease,1.9,37.46,48.25,57.0
2018-05-03,Assam,Dhubri,Acute Diarrhoeal Disease,128.43,27.29,84.28,12.0
2018-05-03,Karnataka,Bidar,Acute Diarrhoeal Disease,0.04,48.0,43.14,22.0
2018-05-03,Maharashtra,Palghar,Acute Diarrhoeal Disease,0.05,40.01,45.54,19.0
2018-05-03,Odisha,Koraput,Acute Diarrhoeal Disease,9.13,35.34,56.25,20.0
2018-05-04,Assam,Kamrup,Acute Diarrhoeal Disease,81.74,27.64,83.69,11.0
2018-05-05,Jharkhand,East Singhbhum,Acute Diarrhoeal Disease,66.39,31.52,81.76,17.0
2018-05-05,Maharashtra,Nashik,Chikungunya,0.02,45.9,43.75,137.0
2018-05-07,Assam,Hailakandi,Acute Diarrhoeal Disease,128.08,26.37,84.56,16.0
2018-05-07,Kerala,Pathanamthitta,Dengue,91.66,27.07,84.09,38.0
2018-05-08,Himachal Pradesh,Kangra,Acute Diarrhoeal Disease,56.11,27.2,82.01,397.0
2018-05-08,Maharashtra,Amravati,Acute Diarrhoeal Disease,0.01,48.0,43.11,21.0
2018-05-08,Tamil Nadu,Madurai,Chikungunya,23.08,41.31,66.09,26.0
2018-05-11,Maharashtra,Osmanabad,Dengue,0.25,45.64,44.07,11.0
2018-05-11,Maharashtra,Satara,Chikungunya,0.15,45.21,44.09,9.0
2018-05-12,Jharkhand,Bokaro,Acute Diarrhoeal Disease,1.68,38.27,47.78,112.0
2018-05-12,Kerala,Kasaragod,Dengue,65.04,28.32,82.62,11.0
2018-05-14,Maharashtra,Satara,Acute Diarrhoeal Disease,1.42,46.02,45.18,88.0
2018-05-15,Kerala,Ernakulam,Acute Diarrhoeal Disease,108.46,29.14,83.65,37.0
2018-05-15,Maharashtra,Chandrapur,Dengue,1.66,45.03,45.74,77.0
2018-05-16,Karnataka,Kalaburagi,Acute Diarrhoeal Disease,7.4,43.88,51.98,39.0
2018-05-17,Maharashtra,Palghar,Acute Diarrhoeal Disease,0.15,37.13,46.52,59.0
2018-05-18,Chhattisgarh,Balodabazar,Acute Diarrhoeal Disease,5.28,39.08,51.27,54.0
2018-05-18,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,4.42,38.35,50.61,17.0
2018-05-19,Assam,Nalbari,Acute Diarrhoeal Disease,15.77,26.52,64.97,8.0
2018-05-19,Maharashtra,Sangli,Dengue,7.0,39.81,52.8,14.0
2018-05-19,Maharashtra,Sholapur,Dengue,4.58,41.42,49.85,7.0
2018-05-19,Rajasthan,Sirohi,Acute Diarrhoeal Disease,0.01,38.37,45.99,61.0
2018-05-21,Himachal Pradesh,Solan,Acute Encephalitis Syndrome,3.71,30.14,52.33,4.0
2018-05-21,Jammu and Kashmir,Baramulla,Acute Diarrhoeal Disease,29.55,17.82,76.99,273.0
2018-05-22,Andhra Pradesh,Krishna,Dengue,0.7,32.35,48.53,35.0
2018-05-23,Chhattisgarh,Balodabazar,Acute Diarrhoeal Disease,3.0,38.93,48.96,103.0
2018-05-23,Kerala,Ernakulam,Dengue,88.08,37.14,81.01,39.0
2018-05-23,Maharashtra,Kolhapur,Chikungunya,17.04,37.13,62.84,9.0
2018-05-24,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,0.01,41.3,45.12,60.0
2018-05-25,Haryana,Jind,Acute Diarrhoeal Disease,0.33,42.51,45.09,61.0
2018-05-25,Karnataka,Bangalore,Acute Diarrhoeal Disease,94.32,29.21,83.5,54.0
2018-05-25,Maharashtra,Nanded,Acute Diarrhoeal Disease,1.59,43.19,46.21,34.0
2018-05-26,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,0.01,43.91,44.33,18.0
2018-05-27,Assam,Udalguri,Acute Diarrhoeal Disease,100.17,20.57,86.16,50.0
2018-05-27,Gujarat,Kheda,Acute Diarrhoeal Disease,0.01,45.99,43.71,23.0
2018-05-27,Haryana,Gurugram,Acute Diarrhoeal Disease,0.01,44.77,44.08,52.0
2018-05-28,Assam,Udalguri,Malaria,125.86,37.14,81.32,47.0
2018-05-28,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,6.7,37.17,53.29,16.0
2018-05-28,Goa,North Goa,Dengue,24.9,32.88,69.8,49.0
2018-05-28,Gujarat,Vadodara,Acute Diarrhoeal Disease,0.01,43.77,44.38,15.0
2018-05-28,Karnataka,Hassan,Chikungunya,69.92,28.42,82.93,15.0
2018-05-28,Karnataka,Haveri,Acute Diarrhoeal Disease,28.16,27.56,73.32,17.0
2018-05-28,Madhya Pradesh,Morena,Dengue,0.01,45.59,43.84,17.0
2018-05-28,Maharashtra,Nashik,Cholera,2.33,39.74,48.02,195.0
2018-05-28,Rajasthan,Dungarpur,Acute Diarrhoeal Disease,0.01,45.86,43.75,10.0
2018-05-28,Tamil Nadu,Tiruchirapalli,Chikungunya,13.8,37.23,60.04,31.0
2018-05-28,West Bengal,Paschim Medinipur,Dengue,35.85,29.93,76.23,1173.0
2018-06-01,Andhra Pradesh,Guntur,Acute Diarrhoeal Disease,1.7,38.92,47.61,35.0
2018-06-01,Kerala,Kasaragod,Dengue,300.0,27.15,84.35,17.0
2018-06-02,Andhra Pradesh,Prakasam,Diarrhea,9.97,38.67,56.07,30.0
2018-06-02,Karnataka,Gadag,Chikungunya,24.08,38.31,67.65,26.0
2018-06-02,Tamil Nadu,Tiruchirapalli,Acute Diarrhoeal Disease,2.97,37.23,49.44,17.0
2018-06-02,West Bengal,West Medinipur,Acute Diarrhoeal Disease,15.17,31.01,63.11,43.0
2018-06-03,Assam,Lakhimpur,Acute Diarrhoeal Disease,56.01,27.7,81.84,49.0
2018-06-03,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,7.1,37.62,53.56,22.0
2018-06-03,Maharashtra,Parbhani,Acute Diarrhoeal Disease,11.54,43.79,56.01,35.0
2018-06-03,Tamil Nadu,Madurai,Chikungunya,8.34,36.29,55.19,30.0
2018-06-04,Karnataka,Belagavi,Acute Diarrhoeal Disease,70.51,36.12,80.66,32.0
2018-06-04,Maharashtra,Nanded,Acute Diarrhoeal Disease,9.51,40.93,54.94,38.0
2018-06-04,Rajasthan,Pratapgarh,Acute Diarrhoeal Disease,1.62,38.19,47.74,7.0
2018-06-05,Goa,North Goa,Dengue,46.81,31.31,79.13,43.0
2018-06-05,Haryana,Fatehabad,Acute Diarrhoeal Disease,0.07,40.66,45.38,134.0
2018-06-05,Karnataka,Haveri,Chikungunya,37.08,29.39,76.86,13.0
2018-06-05,Karnataka,Ramanagara,Chikungunya,59.53,27.32,82.39,52.0
2018-06-05,Madhya Pradesh,Panna,Acute Diarrhoeal Disease,2.92,42.81,47.71,27.0
2018-06-06,Karnataka,Dharwad,Chikungunya,68.74,37.56,80.12,45.0
2018-06-06,Tamil Nadu,Villupuram,Acute Diarrhoeal Disease,21.89,39.33,65.87,36.0
2018-06-06,West Bengal,Bardhaman,Acute Diarrhoeal Disease,65.29,33.54,81.07,67.0
2018-06-07,Jharkhand,Jamtara,Acute Diarrhoeal Disease,45.52,36.34,77.32,125.0
2018-06-08,Maharashtra,Satara,Dengue,62.8,34.08,80.7,26.0
2018-06-08,Tamil Nadu,Dindigul,Dengue,63.13,37.57,79.68,17.0
2018-06-08,Tamil Nadu,Ramanathapuram,Chikungunya,5.0,40.04,55.68,9.0
2018-06-08,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,62.08,28.99,82.16,112.0
2018-06-09,Haryana,Fatehabad,Acute Diarrhoeal Disease,0.62,39.16,46.4,81.0
2018-06-10,Bihar,Muzaffarpur,Acute Encephalitis Syndrome,16.87,39.36,62.04,5.0
2018-06-10,Jammu and Kashmir,Udhampur,Acute Diarrhoeal Disease,33.59,25.84,76.52,12.0
2018-06-10,Maharashtra,Kolhapur,Dengue,152.34,35.96,81.7,5.0
2018-06-11,Assam,Jorhat,Malaria,39.06,31.05,77.06,9.0
2018-06-11,Maharashtra,Kolhapur,Dengue,148.34,34.01,82.29,170.0
2018-06-12,Bihar,Vaishali,Acute Diarrhoeal Disease,20.51,40.48,64.53,10.0
2018-06-12,Chhattisgarh,Bemetara,Acute Diarrhoeal Disease,105.13,41.4,79.95,24.0
2018-06-12,Karnataka,Kalaburagi,Acute Diarrhoeal Disease,91.8,41.75,79.69,50.0
2018-06-12,Tamil Nadu,Ariyalur,Acute Diarrhoeal Disease,8.97,39.38,54.88,9.0
2018-06-13,Karnataka,Chikkamagaluru,Acute Diarrhoeal Disease,97.72,35.04,81.79,30.0
2018-06-13,Maharashtra,Kolhapur,Dengue,133.65,26.51,84.52,69.0
2018-06-14,Andhra Pradesh,Guntur,Acute Diarrhoeal Disease,14.08,34.61,61.08,53.0
2018-06-14,Assam,Chirang,Acute Encephalitis Syndrome,65.04,27.2,82.96,1.0
2018-06-14,Assam,Sibsagar,Acute Diarrhoeal Disease,176.64,32.21,82.84,23.0
2018-06-14,Karnataka,Udupi,Malaria,300.0,35.04,81.99,57.0
2018-06-14,Tamil Nadu,Ramanathapuram,Chikungunya,5.0,43.17,54.74,12.0
2018-06-15,Kerala,Kozhikode,Dengue,212.22,35.04,81.99,37.0
2018-06-15,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,1.03,34.46,48.24,48.0
2018-06-16,Chandigarh,Chandigarh,Acute Diarrhoeal Disease,20.24,35.74,65.76,141.0
2018-06-17,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,24.47,33.45,69.36,13.0
2018-06-17,Maharashtra,Jalna,Acute Diarrhoeal Disease,1.81,36.14,48.56,62.0
2018-06-18,Assam,Dibrugarh,Dengue,101.55,19.27,86.56,7.0
2018-06-18,Gujarat,Bhavnagar,Acute Diarrhoeal Disease,2.09,37.5,48.45,103.0
2018-06-18,Karnataka,Chikkamagaluru,Dengue,22.4,25.02,70.52,21.0
2018-06-18,Punjab,Ludhiana,Acute Diarrhoeal Disease,13.39,37.8,59.51,75.0
2018-06-18,Punjab,Ludhiana,Acute Diarrhoeal Disease,13.39,37.8,59.51,79.0
2018-06-19,Haryana,Yamuna Nagar,Acute Diarrhoeal Disease,11.12,30.79,59.53,99.0
2018-06-19,Jammu and Kashmir,Kulgam,Acute Diarrhoeal Disease,73.42,22.47,84.91,20.0
2018-06-19,Karnataka,Dharwad,Chikungunya,22.71,34.06,68.01,43.0
2018-06-19,Madhya Pradesh,Barwani,Acute Diarrhoeal Disease,3.85,36.34,50.62,36.0
2018-06-19,Odisha,Koraput,Acute Diarrhoeal Disease,7.75,30.53,56.34,40.0
2018-06-20,Gujarat,Surat,Acute Diarrhoeal Disease,14.77,30.84,62.81,12.0
2018-06-20,Himachal Pradesh,Bilaspur,Dengue,30.01,21.38,76.16,23.0
2018-06-20,Himachal Pradesh,Bilaspur,Dengue,30.01,21.38,76.16,341.0
2018-06-20,Jharkhand,Dhanbad,Acute Diarrhoeal Disease,3.97,34.28,51.37,45.0
2018-06-20,Karnataka,Bijapur,Chikungunya,22.05,35.79,67.04,15.0
2018-06-21,Assam,Nalbari,Acute Encephalitis Syndrome,88.04,13.52,88.09,1.0
2018-06-21,Assam,Udalguri,Malaria,59.68,35.04,80.09,14.0
2018-06-21,Maharashtra,Amravati,Cholera,17.78,43.54,61.52,27.0
2018-06-21,Maharashtra,Kolhapur,Acute Diarrhoeal Disease,37.94,34.15,75.74,45.0
2018-06-21,Tamil Nadu,Theni,Chikungunya,6.69,38.73,52.81,28.0
2018-06-22,Karnataka,Shivamogga,Chikungunya,42.31,29.11,78.64,11.0
2018-06-23,Madhya Pradesh,Bhopal,Cholera,11.14,37.64,57.49,19.0
2018-06-23,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,28.46,37.04,70.65,34.0
2018-06-25,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,38.22,35.94,75.3,57.0
2018-06-25,Maharashtra,Palghar,Dengue,196.29,33.31,82.51,10.0
2018-06-25,Maharashtra,Sangli,Dengue,58.13,37.31,79.23,10.0
2018-06-26,Maharashtra,Yavatmal,Cholera,60.43,39.02,78.98,3.0
2018-06-27,Maharashtra,Akola,Acute Diarrhoeal Disease,64.77,43.93,77.91,13.0
2018-06-27,Maharashtra,Amravati,Acute Diarrhoeal Disease,56.47,35.23,79.64,32.0
2018-06-28,Chhattisgarh,Raigarh,Acute Gastroenteritis,66.22,35.04,80.7,49.0
2018-06-28,Madhya Pradesh,Mandla,Acute Diarrhoeal Disease,101.51,36.02,81.54,9.0
2018-06-28,Maharashtra,Bhandara,Acute Encephalitis Syndrome,60.14,38.85,79.0,1.0
2018-06-28,Maharashtra,Thane,Suspected Dengue,146.83,26.75,84.46,16.0
2018-07-01,Maharashtra,Sangli,Dengue,18.76,31.25,65.98,13.0
2018-07-02,Tamil Nadu,Ramanathapuram,Chikungunya,5.0,41.95,55.11,15.0
2018-07-03,Gujarat,Navsari,Acute Diarrhoeal Disease,38.8,26.99,78.18,23.0
2018-07-03,Karnataka,Haveri,Chikungunya,82.48,30.03,83.0,50.0
2018-07-03,Maharashtra,Ahmednagar,Acute Diarrhoeal Disease,20.07,34.08,66.12,82.0
2018-07-04,Gujarat,Vadodara,Cholera,44.68,30.03,79.0,107.0
2018-07-04,Gujarat,Vadodara,Acute Diarrhoeal Disease,44.68,30.03,79.0,26.0
2018-07-04,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,164.7,20.62,86.31,92.0
2018-07-04,Telangana,Adilabad,Acute Diarrhoeal Disease,31.23,34.36,72.88,17.0
2018-07-05,Himachal Pradesh,Solan,Acute Diarrhoeal Disease,113.15,24.77,84.99,20.0
2018-07-05,Punjab,S.A.S Nagar,Acute Diarrhoeal Disease,44.32,29.62,79.03,18.0
2018-07-05,Tamil Nadu,Madurai,Chikungunya,32.03,37.98,72.17,20.0
2018-07-05,Tamil Nadu,Virudhunagar,Chikungunya,18.96,38.02,64.1,19.0
2018-07-06,Himachal Pradesh,Bilaspur,Dengue,73.25,22.23,84.98,339.0
2018-07-06,Rajasthan,Dholpur,Acute Diarrhoeal Disease,5.58,39.31,51.51,28.0
2018-07-08,Assam,Cachar,Malaria,107.15,30.03,83.38,1.0
2018-07-08,Gujarat,Anand,Cholera,66.9,30.03,82.25,31.0
2018-07-08,Gujarat,Dahod,Cholera,42.78,30.67,78.31,2.0
2018-07-08,Maharashtra,Nashik,Acute Diarrhoeal Disease,107.3,31.74,82.87,75.0
2018-07-08,Telangana,Suryapet,Dengue,40.35,30.03,77.78,14.0
2018-07-09,Goa,South Goa,Dengue,232.31,30.03,83.49,24.0
2018-07-09,Himachal Pradesh,Kangra,Acute Diarrhoeal Disease,78.86,28.03,83.48,56.0
2018-07-09,Himachal Pradesh,Kangra,Acute Diarrhoeal Disease,78.86,28.03,83.48,37.0
2018-07-09,Karnataka,Haveri,Chikungunya,76.27,30.03,82.78,15.0
2018-07-09,Madhya Pradesh,Barwani,Acute Diarrhoeal Disease,58.94,33.45,80.48,138.0
2018-07-09,Punjab,Kapurthala,Acute Diarrhoeal Disease,20.34,33.04,66.64,54.0
2018-07-09,Tamil Nadu,Villupuram - Kallakurichi,Acute Diarrhoeal Disease,3.33,36.33,50.09,22.0
2018-07-10,Jammu and Kashmir,Anantnag,Acute Diarrhoeal Disease,78.96,22.33,85.19,12.0
2018-07-10,Maharashtra,Chandrapur,Dengue,300.0,30.03,83.49,35.0
2018-07-10,Maharashtra,Nagpur,Acute Diarrhoeal Disease,277.37,30.03,83.49,65.0
2018-07-10,Maharashtra,Nashik,Acute Diarrhoeal Disease,102.45,28.53,83.79,61.0
2018-07-10,Nagaland,Dimapur,Dengue,92.56,27.24,84.06,8.0
2018-07-11,Maharashtra,Yavatmal,Acute Diarrhoeal Disease,300.0,30.03,83.49,15.0
2018-07-12,Maharashtra,Nashik,Chikungunya,125.87,30.03,83.45,28.0
2018-07-12,Maharashtra,Raigad,Acute Diarrhoeal Disease,183.92,23.15,85.55,50.0
2018-07-12,Rajasthan,Pali,Acute Diarrhoeal Disease,8.07,36.98,54.72,130.0
2018-07-13,Dadra and Nagar Haveli,Dadra and Nagar Haveli,Cholera,149.4,30.03,83.48,3.0
2018-07-13,Dadra and Nagar Haveli,Dadra and Nagar Haveli,Acute Diarrhoeal Disease,149.4,30.03,83.48,23.0
2018-07-13,Madhya Pradesh,Sehore,Acute Diarrhoeal Disease,150.51,30.93,83.21,24.0
2018-07-13,Tamil Nadu,Madurai,Chikungunya,1.74,37.23,48.15,64.0
2018-07-13,West Bengal,Nadia,Dengue,37.33,27.21,77.6,419.0
2018-07-14,Gujarat,Dahod,Cholera,88.09,30.03,83.14,1.0
2018-07-14,Gujarat,Narmada,Acute Diarrhoeal Disease,103.37,30.03,83.35,31.0
2018-07-14,Gujarat,Vadodara,Cholera,70.71,30.03,82.5,15.0
2018-07-14,Maharashtra,Gadchiroli,Malaria,267.67,30.03,83.49,15.0
2018-07-14,Odisha,Kalahandi,Acute Diarrhoeal Disease,98.29,30.03,83.3,9.0
2018-07-14,Punjab,Ferozepur,Acute Diarrhoeal Disease,15.8,31.2,63.59,59.0
2018-07-14,Punjab,Moga,Acute Diarrhoeal Disease,37.84,31.13,76.61,7.0
2018-07-14,West Bengal,Murshidabad,Dengue,37.02,26.88,77.58,241.0
2018-07-15,Gujarat,Morbi,Acute Diarrhoeal Disease,16.76,40.97,61.46,46.0
2018-07-15,Uttar Pradesh,Shravasti,Acute Diarrhoeal Disease,69.6,30.03,82.43,35.0
2018-07-16,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,153.83,30.03,83.48,38.0
2018-07-16,Tamil Nadu,Salem,Chikungunya,37.26,29.33,76.94,45.0
